"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"한신우동",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 130, 중앙씨티월1 121호,122호 (원동)",경기도 오산시 원동 811-8,경기도 오산시청,37.14847376,127.0758047,2021-08-06
"철구PC오산점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 130, 중앙씨티월1 502-2호 (원동)",경기도 오산시 원동 811-8,경기도 오산시청,37.14847376,127.0758047,2021-08-06
"미빠",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 130, 중앙씨티월1 8층 804호 (원동)",경기도 오산시 원동 811-8,경기도 오산시청,37.14847376,127.0758047,2021-08-06
"밍툰",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 130, 중앙씨티월1 9층 901호 (원동)",경기도 오산시 원동 811-8,경기도 오산시청,37.14847376,127.0758047,2021-08-06
"할리스(오산시청점)",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124 (원동, 오산제일신협빌딩 101,102호)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"장인족발608",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124 (원동, 오산제일신협빌딩 106,107,108,109호)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"파스쿠찌오산시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124, 1층 103호 (원동, 오산제일신협빌딩)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"부싼오뎅운암점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124, 1층 105호 (원동, 오산제일신협빌딩)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"샤브향",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124, 3층 301호 (원동, 오산제일신협빌딩)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"공차오산시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 124, 신협빌딩 1층 104호 (원동)",경기도 오산시 원동 811-6,경기도 오산시청,37.14848639,127.0752028,2021-08-06
"투썸플레이스",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122 (원동, 오산메디칼프라자 104호, 204호)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"꼼스막스(꼼’s막’s)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122 (원동,메디칼프라자 108호)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"비어인",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122 (원동,오산메디칼프라자 301호)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"참조은참치",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122 (원동,오산메디칼프라자107호)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"올리바바양꼬치",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122, 1층 106호 (원동, 오산메디칼프라자)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"아빠(ABAR)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122, 2층 203호 (원동, 오산메디칼프라자)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"쿠우쿠우오산점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122, 5층 501,502,503호 (원동, 오산메디칼프라자)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"천지훠궈",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 122, 메디칼프라자 2층 205호 (원동)",경기도 오산시 원동 811-5,경기도 오산시청,37.14850746,127.0748045,2021-08-06
"귀빈루",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 74-1, 2층 (오산동)",경기도 오산시 오산동 876-7,경기도 오산시청,37.14855914,127.0695366,2021-08-06
"운암회관",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 성호대로 114 (원동),경기도 오산시 원동 231-16,경기도 오산시청,37.14856676,127.0742217,2021-08-06
"위드커피(withcoffee)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 86-1, 1층 (원동)",경기도 오산시 원동 750-5,경기도 오산시청,37.1485722,127.0710762,2021-08-06
"동주순대국",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 76, 1층 (오산동)",경기도 오산시 오산동 876-8,경기도 오산시청,37.14859682,127.0696796,2021-08-06
"영흥면식",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 80, 1층 (원동)",경기도 오산시 원동 750-2,경기도 오산시청,37.14859868,127.0704931,2021-08-06
"골목과자점째과점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산천로158번길 17, 1층 일부 (오산동)",경기도 오산시 오산동 605-26,경기도 오산시청,37.14860551,127.0653264,2021-08-06
"두툼한만원초밥",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 108, 1층 105호 (원동, 대광빌딩)",경기도 오산시 원동 754-3,경기도 오산시청,37.14861661,127.0733203,2021-08-06
"부산가야밀면한우국밥",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 92, 1층 (원동)",경기도 오산시 원동 750-18,경기도 오산시청,37.14863723,127.0715683,2021-08-06
"카페레몬밤",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부산동길 6, 1층 (부산동)",경기도 오산시 부산동 619,경기도 오산시청,37.14863733,127.0849239,2021-08-06
"석촌장어",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 역광장로 92 (오산동),경기도 오산시 오산동 540-8,경기도 오산시청,37.14864508,127.068026,2021-08-06
"깜양쌀국수",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산로 243, 2층 (오산동)",경기도 오산시 오산동 875-2,경기도 오산시청,37.14865121,127.0683312,2021-08-06
"셀렉토커피오산오색시장점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 90, 1층 (원동)",경기도 오산시 원동 750-7,경기도 오산시청,37.14865165,127.0714071,2021-08-06
"자뎅플로리(Jardin fleuri)",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 오산천로158번길 25, 1층 (오산동)",경기도 오산시 오산동 607-1,경기도 오산시청,37.14868347,127.0664305,2021-08-06
"두꺼비숯불생갈비",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 역광장로 93, 1층 (오산동)",경기도 오산시 오산동 540-12,경기도 오산시청,37.14869936,127.0678047,2021-08-06
"미친양꼬치",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 72, 2층 (오산동)",경기도 오산시 오산동 876-4,경기도 오산시청,37.1487396,127.0692772,2021-08-06
"에이크스",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 성호대로 60 (오산동),경기도 오산시 오산동 540-6,경기도 오산시청,37.14883856,127.0679935,2021-08-06
"카페레토리카(Cafe rhetorica)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 56, 1층 (오산동)",경기도 오산시 오산동 540-28,경기도 오산시청,37.14884913,127.0676294,2021-08-06
"남도회집",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부산동길 12-6, 1층 (부산동)",경기도 오산시 부산동 611,경기도 오산시청,37.14885323,127.0860429,2021-08-06
"황금장수촌",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부산동길 12-6, 제2동 1층 (부산동)",경기도 오산시 부산동 611,경기도 오산시청,37.14885323,127.0860429,2021-08-06
"우장군아싸갈비",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 부산동길 10, 1층 (부산동)",경기도 오산시 부산동 608-2,경기도 오산시청,37.14886619,127.0854432,2021-08-06
"황금돼지",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 42, 1층 (오산동)",경기도 오산시 오산동 608-5,경기도 오산시청,37.14888713,127.0657477,2021-08-06
"울타리소해장국",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 42, 1층 일부 (오산동)",경기도 오산시 오산동 608-5,경기도 오산시청,37.14888713,127.0657477,2021-08-06
"속초코다리냉면",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 동부대로 528 (오산동),경기도 오산시 오산동 235,경기도 오산시청,37.14898766,127.0786677,2021-08-06
"홍루이젠오산시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 115, 덕화빌딩 1층 103호 (오산동)",경기도 오산시 오산동 910-11,경기도 오산시청,37.14899636,127.0742586,2021-08-06
500도참숯불맛삼겹살오산직영점,음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로28번길 4, 1층 (오산동)",경기도 오산시 오산동 612-6,경기도 오산시청,37.14900883,127.0643354,2021-08-06
"팔미낙지한마리수제비",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 성호대로 99 (오산동),경기도 오산시 오산동 869-37,경기도 오산시청,37.14901363,127.0724064,2021-08-06
"육회지존(오산시청점)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127 (오산동, 웰리스타워 102,103호)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"아리스타타",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127 (오산동,웰리스타워 1층 101호)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
5층커피전문점(5thfloor),음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127, 5층 502호 (오산동, 웰리스타워)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"최고당돈까스",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127, 웰리스타워 104호, 108호 (오산동)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"메가엠지씨커피오산시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127, 웰리스타워 1층 105호 (오산동)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"버거팡팡",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127, 웰리스타워 1층 106호 (오산동)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"헌터피씨(PC)오산본점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 127, 웰리스타워 403,404호 (오산동)",경기도 오산시 오산동 925-13,경기도 오산시청,37.14903182,127.0755985,2021-08-06
"피플숄더협동조합희망비행기",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 141, 지하1층 (오산동, 오산시청)",경기도 오산시 오산동 915,경기도 오산시청,37.14903662,127.0776635,2021-08-06
"영사운드",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동, 오산그린프라자 502호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"세븐일레븐(오산4호점)",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,106호,107호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"오산조은참치본점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,그린프라자 111,112호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"본죽앤비빔밥카페오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,오산그린프라자 102호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"비비큐(BBQ)오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,오산그린프라자 107-1호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"정대포국수",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,오산그린프라자 109호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"쎄븐",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123 (오산동,오산그린프라자 302호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"갱스터떡볶이",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 103호 (오산동,오산그린프라자)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"노랑통닭오산점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 110호 (오산동, 그린프라자)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"더카페오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 1층 (오산동, 오산그린프라자 105호)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"쥬스팩토리오산점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 1층 101호 (오산동, 오산그린프라자)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"고봉민김밥인(오산시청점)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 1층 104호 (오산동, 오산그린프라자 )",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"쓰레빠",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 오산그린프라자 201호 (오산동)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"하나바",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 123, 오산그린프라자 204호 (오산동)",경기도 오산시 오산동 925-6,경기도 오산시청,37.14903801,127.0752211,2021-08-06
"물고기자리",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 121 (오산동, 월드타워 101호)",경기도 오산시 오산동 925-5,경기도 오산시청,37.14905402,127.0748478,2021-08-06
"등초마라탕",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 121 (오산동, 월드타워 105호)",경기도 오산시 오산동 925-5,경기도 오산시청,37.14905402,127.0748478,2021-08-06
"청년다방오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 121, 1층 102호 (오산동, 월드타워)",경기도 오산시 오산동 925-5,경기도 오산시청,37.14905402,127.0748478,2021-08-06
"독도참치",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 121, 1층 103호 (오산동, 월드타워)",경기도 오산시 오산동 925-5,경기도 오산시청,37.14905402,127.0748478,2021-08-06
"행복한 실내포장마차",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 40 (오산동,외 1필지 1층)",경기도 오산시 오산동 609-109,경기도 오산시청,37.14905635,127.0657469,2021-08-06
"엄시스터즈카페(eom sisters cafe)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 79, 1층 (오산동)",경기도 오산시 오산동 872-10,경기도 오산시청,37.14909481,127.0700125,2021-08-06
"미선이네마라탕면식점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 79, 중앙경희태권도장 1층 (오산동)",경기도 오산시 오산동 872-10,경기도 오산시청,37.14909481,127.0700125,2021-08-06
"성원맛집",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 71, 1층 (오산동)",경기도 오산시 오산동 872-16,경기도 오산시청,37.14911973,127.0691726,2021-08-06
"한촌설렁탕오산점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 운천로 71 (오산동),경기도 오산시 오산동 910-10,경기도 오산시청,37.14912422,127.0742598,2021-08-06
"금바우",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89 (오산동, 오산세명프라자 106,107호)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"하늘공원한식식당",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89 (오산동, 오산세명프라자 7층)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"파리바게뜨오산중앙점",음식점 내 전구역,경기도,오산시,제과점영업,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89 (오산동,오산세명프라자 104호)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"하늘공원",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89 (오산동,오산세명프라자 701호)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"이마트24오산성호대로점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89, 세명프라자 103호 (오산동)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"하늘공원사우나카페",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 89, 세명프라자 8층 (오산동)",경기도 오산시 오산동 870-1,경기도 오산시청,37.14914237,127.0714099,2021-08-06
"이층식당",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 30, 2층 (오산동)",경기도 오산시 오산동 611-1,경기도 오산시청,37.14917538,127.0645985,2021-08-06
"공빵",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로55번길 1, 1층 일부 (오산동)",경기도 오산시 오산동 543-12,경기도 오산시청,37.14918455,127.0675487,2021-08-06
"김밥매니아남촌점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 성호대로 28 (오산동),경기도 오산시 오산동 612-1,경기도 오산시청,37.14919978,127.0643011,2021-08-06
"남촌페리카나",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 성호대로 24-1 (오산동),경기도 오산시 오산동 614-23,경기도 오산시청,37.14924071,127.0639308,2021-08-06
"두꺼비숯불갈비",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로 28-3, 1층 (오산동)",경기도 오산시 오산동 611-10,경기도 오산시청,37.149241,127.064727,2021-08-06
"영다방",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 시장길 3 (오산동,2층)",경기도 오산시 오산동 873-8,경기도 오산시청,37.14926513,127.0689138,2021-08-06
"의기네마약김밥",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 성호대로93번길 4, 1층 (오산동)",경기도 오산시 오산동 869-31,경기도 오산시청,37.14926863,127.0718226,2021-08-06
"이화수전통육개장오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 73, 2층 (오산동)","경기도 오산시 오산동 910-9, 2층",경기도 오산시청,37.14927135,127.0742765,2021-08-06
"아구마을",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,경기도 오산시 운암로 33 (오산동),"경기도 오산시 오산동 925-10, 2층",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"본가왕십리곱창",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운암로 33 (오산동, 107호,108호)","경기도 오산시 오산동 925-10, 107호, 108호",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"삼호",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운암로 33 (오산동,203호,204호)","경기도 오산시 오산동 925-10, 203호,204호",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"커피앤바이츠",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운암로 33, 103호 (오산동)","경기도 오산시 오산동 925-10, 103호",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"산꼼장어",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운암로 33, 1층 (오산동)","경기도 오산시 오산동 925-10, 1층",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"오산시청점홍콩반점0410플러스",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운암로 33, 1층 104호 (오산동)","경기도 오산시 오산동 925-10, 1층 104호",경기도 오산시청,37.14929762,127.0760431,2021-08-06
"커피베이오산버팀병원점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 경기대로 274, 스타빌딩 1층 (오산동)",경기도 오산시 오산동 867-4,경기도 오산시청,37.14932161,127.0740121,2021-08-06
"오리향",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 74, 1층 103,104호 (오산동)","경기도 오산시 오산동 925-3, 화성프라자 103호, 104호(1층)",경기도 오산시청,37.14933393,127.0747809,2021-08-06
"맥주사랑",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 74, 202호 (오산동, 화성프라자)","경기도 오산시 오산동 925-3, 화성프라자 202호",경기도 오산시청,37.14933393,127.0747809,2021-08-06
"샹떼PC방오산시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 74, 화성프라자 601호 (오산동)","경기도 오산시 오산동 925-3, 화성프라자 601호",경기도 오산시청,37.14933393,127.0747809,2021-08-06
BMWBAR(비엠더블류바),음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 80-17 (오산동,태성빌딩 301호)","경기도 오산시 오산동 924-3, 태성빌딩 301호",경기도 오산시청,37.14936326,127.0754224,2021-08-06
"다이아비(DIA B)",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 80-17, 4층 (오산동)","경기도 오산시 오산동 924-3, 4층",경기도 오산시청,37.14936326,127.0754224,2021-08-06
"피씨(PC)토랑시청점",음식점 내 전구역,경기도,오산시,휴게음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 80-17, 5층 (오산동)","경기도 오산시 오산동 924-3, 유길빌딩 5층",경기도 오산시청,37.14936326,127.0754224,2021-08-06
"송탄최네집부대찌개오산시청점",음식점 내 전구역,경기도,오산시,일반음식점,국민건강증진법제9조,,100000,031-8036-6083,"경기도 오산시 운천로 80-17, 유길빌딩 1층 101호 (오산동)","경기도 오산시 오산동 924-3, 유길빌딩 1층 101호",경기도 오산시청,37.14936326,127.0754224,2021-08-06
